Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Diesel,Fuel_LPG,Fuel_Petrol
2617,Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,1.0,17.5,1298,85.8,5.0,4.25,1,0,0,1
2618,Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,1.0,19.09,1396,69.0,5.0,1.5,1,1,0,0
2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,1.0,24.0,1120,70.0,5.0,4.5,1,1,0,0
2620,Tata Indica Vista Quadrajet LS,Pune,2014,180000,1.0,22.3,1248,74.0,5.0,2.5,1,1,0,0
2621,Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,3.0,17.8,1399,68.0,5.0,1.55,1,1,0,0
2622,Renault Duster 85PS Diesel RxE,Pune,2016,54000,1.0,19.87,1461,83.8,5.0,6.5,1,1,0,0
2624,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,1.0,24.0,1120,70.0,5.0,4.96,1,1,0,0
2625,Honda Brio S MT,Bangalore,2012,60000,1.0,19.4,1198,86.8,5.0,3.25,1,0,0,1
2626,Audi A4 1.8 TFSI,Kolkata,2010,38001,1.0,12.3,1781,163.2,5.0,8.5,0,0,0,1
2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,2.0,24.7,796,47.3,5.0,2.75,1,0,0,1
2628,Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,2.0,16.2,1599,103.2,5.0,3.4,1,0,0,1
2629,Maruti Ertiga ZDI,Hyderabad,2013,120000,1.0,20.77,1248,88.8,7.0,7.0,1,1,0,0
2630,Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,1.0,12.9,1598,102.5,5.0,3.21,1,0,0,1
2631,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,1.0,19.67,1582,126.2,5.0,14.25,1,1,0,0
2632,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,1.0,20.34,1498,103.2,5.0,6.5,1,1,0,0
2633,Honda City i VTEC SV,Kolkata,2014,48104,1.0,17.4,1497,117.3,5.0,5.49,1,0,0,1
2634,Hyundai Getz GLS ABS,Pune,2005,91000,3.0,16.8,1341,83.0,5.0,0.8,1,0,0,1
2636,Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,2.0,18.9,1197,82.0,5.0,5.91,0,0,0,1
2637,Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,1.0,18.9,1197,81.86,5.0,6.44,1,0,0,1
2638,Maruti Wagon R LXI CNG,Pune,2012,90400,1.0,26.2,998,58.2,5.0,2.9,1,0,0,0
2639,Hyundai Grand i10 Sportz,Jaipur,2015,14000,1.0,18.9,1197,82.0,5.0,4.6,1,0,0,1
2641,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,1.0,18.6,1197,81.83,5.0,7.21,1,0,0,1
2642,Renault Duster 85PS Diesel RxL,Pune,2016,60000,1.0,19.87,1461,83.8,5.0,8.0,1,1,0,0
2643,Maruti Swift Dzire VDi,Hyderabad,2009,88096,2.0,19.3,1248,73.9,5.0,3.5,1,1,0,0
2644,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,1.0,12.8,2494,102.0,8.0,5.9,1,1,0,0
2645,Tata Nano Twist XT,Coimbatore,2015,19963,2.0,25.4,624,37.5,4.0,1.74,1,0,0,1
2646,Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,1.0,18.12,1196,86.8,5.0,6.8,1,0,0,1
2647,Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,1.0,18.6,1197,81.83,5.0,7.5,1,0,0,1
2648,Honda BRV i-VTEC V MT,Pune,2016,9200,1.0,15.4,1497,117.3,7.0,8.0,1,0,0,1
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,1.0,27.4,1498,98.6,5.0,5.99,1,1,0,0
2650,Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,1.0,19.67,1582,126.2,5.0,12.9,1,1,0,0
2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,1.0,21.4,1197,83.1,5.0,7.0,1,0,0,1
2652,Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,1.0,14.16,1968,174.3,5.0,35.0,0,1,0,0
2653,Honda Amaze S i-DTEC,Jaipur,2015,60207,1.0,25.8,1498,98.6,5.0,5.5,1,1,0,0
2654,BMW X5 3.0d,Coimbatore,2010,101119,1.0,11.0,2993,235.0,5.0,18.46,0,1,0,0
2655,Ford Figo Petrol Titanium,Jaipur,2010,42000,1.0,15.6,1196,70.0,5.0,2.4,1,0,0,1
2656,Maruti Wagon R VXI,Pune,2002,93000,3.0,18.9,998,67.1,5.0,1.0,1,0,0,1
2657,Hyundai i10 Era,Ahmedabad,2012,60000,2.0,19.81,1086,68.05,5.0,2.65,1,0,0,1
2658,Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,1.0,21.66,1498,103.52,5.0,5.96,0,1,0,0
2659,Porsche Panamera Diesel,Kolkata,2015,25100,1.0,17.85,2967,300.0,4.0,75.0,0,1,0,0
2660,Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,1.0,15.04,1991,183.0,5.0,27.15,0,0,0,1
2661,Audi A6 2.8 FSI,Ahmedabad,2008,41000,2.0,10.4,2773,201.0,5.0,10.5,0,0,0,1
2662,Maruti Ciaz ZXi Plus,Chennai,2015,30000,1.0,20.73,1373,91.1,5.0,6.7,1,0,0,1
2663,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,1.0,22.7,1498,89.84,5.0,4.9,1,1,0,0
2664,Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,1.0,16.5,1493,70.0,7.0,8.0,1,1,0,0
2665,Maruti Alto K10 VXI,Kochi,2018,46805,1.0,24.07,998,67.1,5.0,3.63,1,0,0,1
2666,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,1.0,17.5,1197,85.8,5.0,4.8,1,0,0,1
2667,Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,1.0,17.57,1193,88.7,5.0,4.25,1,0,0,1
2669,Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,1.0,10.91,3198,197.2,7.0,30.27,0,1,0,0
2670,Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,1.0,15.8,2148,170.0,5.0,14.25,1,1,0,0
2671,Hyundai i10 Sportz AT,Ahmedabad,2012,37229,1.0,16.95,1197,78.9,5.0,3.41,0,0,0,1
2672,Honda City 1.5 S MT,Delhi,2009,73200,1.0,17.0,1497,118.0,5.0,2.78,1,0,0,1
2673,Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,1.0,19.3,1968,141.0,5.0,15.5,0,1,0,0
2674,Tata Indica V2 eLS,Chennai,2017,129000,1.0,25.0,1396,69.0,5.0,3.0,1,1,0,0
2675,Maruti Wagon R VXi BSII,Pune,2012,82000,1.0,18.9,998,67.1,5.0,2.3,1,0,0,1
2676,Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,1.0,19.67,1582,126.2,5.0,13.28,1,1,0,0
2677,Maruti A-Star Lxi,Hyderabad,2009,61964,1.0,19.0,998,66.1,5.0,2.25,1,0,0,1
2678,Maruti Wagon R LXI,Kochi,2011,15466,1.0,22.5,998,67.04,5.0,3.36,1,0,0,1
2679,Honda Mobilio E i VTEC,Kolkata,2014,23000,1.0,17.3,1497,117.3,7.0,4.25,1,0,0,1
2680,Hyundai i10 Magna,Coimbatore,2012,43766,1.0,20.36,1197,78.9,5.0,4.3,1,0,0,1
2681,Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,1.0,0.0,3597,262.6,5.0,6.0,0,0,0,1
2682,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,1.0,22.54,1396,88.73,5.0,9.18,1,1,0,0
2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,1.0,23.1,998,67.04,5.0,4.99,1,0,0,1
2684,Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,1.0,13.4,1798,157.8,5.0,3.75,1,0,0,1
2685,Ford Figo Diesel LXI,Chennai,2010,39000,1.0,20.0,1399,68.0,5.0,2.5,1,1,0,0
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,1.0,27.3,1498,98.6,5.0,7.2,1,1,0,0
2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,1.0,15.0,2143,204.0,5.0,29.5,0,1,0,0
2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,1.0,17.9,2143,136.0,5.0,17.55,0,1,0,0
2689,Volvo S60 D3,Chennai,2012,20000,1.0,18.5,1985,163.0,5.0,12.0,0,1,0,0
2690,Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,1.0,11.8,2967,246.7,5.0,13.5,0,1,0,0
2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,1.0,22.32,1582,126.32,5.0,5.1,0,1,0,0
2692,BMW 3 Series 320d,Kolkata,2011,70000,1.0,22.69,1995,190.0,5.0,10.3,0,1,0,0
2693,Hyundai Verna 1.6 SX,Delhi,2014,62000,1.0,22.32,1582,126.32,5.0,5.7,1,1,0,0
2694,Maruti Wagon R VXI,Kochi,2014,41994,1.0,22.5,998,67.04,5.0,3.41,1,0,0,1
2695,Ford Figo Diesel EXI,Hyderabad,2010,108882,2.0,20.0,1399,68.0,5.0,2.4,1,1,0,0
2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,1.0,18.15,1198,82.0,6.0,5.6,1,0,0,1
2697,Tata Indigo LS,Pune,2006,160000,1.0,17.0,1405,70.0,5.0,1.0,1,1,0,0
2698,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,1.0,18.49,1493,100.0,7.0,8.2,0,1,0,0
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,1.0,15.17,1968,181.0,5.0,27.5,0,1,0,0
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,1.0,21.5,1197,81.8,5.0,3.5,1,0,0,1
2701,Maruti Celerio CNG VXI MT,Kochi,2016,70536,1.0,31.79,998,58.33,5.0,4.58,1,0,0,0
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,1.0,24.3,1248,88.5,5.0,10.34,1,1,0,0
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,1.0,12.7,2609,116.6,8.0,3.25,1,1,0,0
2704,Hyundai Tucson CRDi,Jaipur,2007,103515,3.0,12.6,1991,112.0,7.0,5.0,1,1,0,0
2705,Hyundai Santro Xing GLS,Hyderabad,2008,68282,1.0,17.92,1086,62.1,5.0,2.25,1,0,0,1
2706,Porsche Panamera Diesel 250hp,Kochi,2014,60033,1.0,18.18,2967,250.0,4.0,51.52,0,1,0,0
2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,1.0,24.3,1248,88.5,5.0,8.62,1,1,0,0
2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,1.0,23.4,1248,74.0,5.0,7.25,1,1,0,0
2709,Honda Amaze V Petrol,Kochi,2016,40866,1.0,19.5,1199,86.76,5.0,5.47,1,0,0,1
2710,Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,1.0,16.36,2179,187.7,5.0,31.0,0,1,0,0
2711,Mini Cooper Convertible S,Kochi,2017,20469,1.0,16.82,1998,189.08,4.0,35.98,0,0,0,1
2712,Hyundai EON Era Plus,Jaipur,2017,8500,1.0,21.1,814,55.2,5.0,3.42,1,0,0,1
2713,Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,2.0,16.77,2967,241.38,5.0,11.5,0,1,0,0
2714,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,1.0,17.19,1197,81.86,5.0,7.25,1,0,0,1
2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,1.0,28.4,1248,74.0,5.0,8.0,1,1,0,0
2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,1.0,22.7,1498,89.84,5.0,7.33,1,1,0,0
2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,1.0,18.9,998,67.1,5.0,3.35,1,0,0,1
2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,1.0,20.34,1498,103.2,5.0,4.4,1,1,0,0
2719,Toyota Etios VX,Kolkata,2012,55000,1.0,17.6,1496,88.7,5.0,2.99,1,0,0,1
2720,Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,1.0,18.7,1199,88.7,5.0,5.6,1,0,0,1
2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,1.0,20.14,1498,88.73,5.0,6.63,1,1,0,0
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,1.0,21.66,1498,108.62,5.0,7.9,1,1,0,0
2723,Honda City V MT Exclusive,Kochi,2015,53442,1.0,16.8,1497,116.3,5.0,7.0,1,0,0,1
2724,Honda Brio VX AT,Hyderabad,2014,28000,1.0,16.5,1198,86.8,5.0,4.95,0,0,0,1
2725,Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,1.0,14.3,1598,103.52,5.0,9.19,0,0,0,1
2726,Hyundai Verna CRDi,Hyderabad,2011,70000,1.0,16.8,1493,110.0,5.0,5.1,1,1,0,0
2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,1.0,21.19,1396,88.76,5.0,5.9,1,1,0,0
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,1.0,21.4,1197,83.1,5.0,9.51,0,0,0,1
2729,Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,2.0,11.1,2354,158.8,5.0,3.9,1,0,0,1
2730,Maruti Swift Dzire VXI,Coimbatore,2014,58310,2.0,19.1,1197,85.8,5.0,5.39,1,0,0,1
2731,Maruti Swift Dzire VDi,Pune,2009,90000,2.0,19.3,1248,73.9,5.0,3.0,1,1,0,0
2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,1.0,23.4,1248,74.0,5.0,4.3,1,1,0,0
2733,Maruti Swift Dzire ZXI,Jaipur,2017,37282,1.0,20.85,1197,83.14,5.0,6.75,1,0,0,1
2734,Hyundai Grand i10 Sportz,Jaipur,2017,23000,1.0,18.9,1197,82.0,5.0,4.5,1,0,0,1
2735,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,1.0,17.8,1399,68.0,5.0,2.75,1,1,0,0
2736,Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,1.0,23.9,1582,126.2,5.0,9.0,1,1,0,0
2738,Ford Figo Diesel EXI,Delhi,2014,45001,2.0,20.0,1399,68.05,5.0,2.55,1,1,0,0
2739,Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,1.0,21.12,1248,88.8,5.0,3.54,1,1,0,0
2740,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,1.0,13.5,1799,130.0,5.0,4.25,1,0,0,1
2741,Maruti Alto LX BSIII,Ahmedabad,2007,72000,2.0,19.7,796,46.3,5.0,1.2,1,0,0,1
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,1.0,22.48,1995,190.0,5.0,19.5,0,1,0,0
2743,Mahindra XUV500 W8 2WD,Bangalore,2015,76000,2.0,16.0,2179,140.0,7.0,12.0,1,1,0,0
2744,Maruti Ritz VDi,Hyderabad,2012,78401,1.0,23.2,1248,73.94,5.0,3.9,1,1,0,0
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,1.0,24.3,1248,88.5,5.0,9.13,1,1,0,0
2746,Maruti Eeco 7 Seater Standard,Pune,2011,45000,1.0,15.1,1196,73.0,7.0,2.25,1,0,0,1
2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,1.0,17.5,1197,85.8,5.0,3.25,1,0,0,1
2748,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,1.0,17.01,1582,126.2,5.0,14.79,0,1,0,0
2749,Maruti Wagon R LXI,Mumbai,2010,37822,1.0,22.5,998,67.04,5.0,2.35,1,0,0,1
2750,Maruti Celerio ZDi,Kolkata,2015,33517,1.0,27.62,793,47.0,5.0,3.1,1,1,0,0
2751,Hyundai Santa Fe 2WD AT,Delhi,2014,110000,1.0,13.01,2199,194.3,7.0,12.9,0,1,0,0
2752,Hyundai EON D Lite Plus Option,Kolkata,2017,60000,1.0,21.1,814,55.2,5.0,2.5,1,0,0,1
2753,Hyundai i20 Sportz 1.2,Delhi,2013,92408,1.0,18.5,1197,82.85,5.0,3.65,1,0,0,1
2754,Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,1.0,17.1,1591,121.3,5.0,7.5,1,0,0,1
2755,Honda Brio S Option MT,Kochi,2013,33793,1.0,18.4,1198,86.8,5.0,3.74,1,0,0,1
2756,Maruti Swift VXI Optional,Kochi,2017,26327,1.0,20.4,1197,81.8,5.0,5.86,1,0,0,1
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,1.0,19.27,2143,167.62,5.0,39.62,0,1,0,0
2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,1.0,25.2,1248,74.0,5.0,7.05,1,1,0,0
2759,Maruti Swift AMT VDI,Delhi,2018,11500,1.0,28.4,1248,74.0,5.0,7.5,0,1,0,0
2760,Chevrolet Beat Diesel LS,Chennai,2012,58000,1.0,25.44,936,57.6,5.0,2.1,1,1,0,0
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,1.0,13.7,1798,157.75,5.0,11.6,0,0,0,1
2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,2.0,14.84,2143,167.62,5.0,19.25,0,1,0,0
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,1.0,13.68,2393,147.8,8.0,17.92,1,1,0,0
2764,Hyundai i10 Sportz,Kolkata,2016,7000,1.0,20.36,1197,78.9,5.0,3.6,1,0,0,1
2765,Honda Amaze S i-DTEC,Ahmedabad,2014,20000,2.0,25.8,1498,98.6,5.0,4.5,1,1,0,0
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,1.0,21.9,1396,88.76,5.0,7.4,1,1,0,0
2767,Mercedes-Benz GLE 350d,Coimbatore,2018,30706,1.0,11.57,2987,254.79,5.0,59.29,0,1,0,0
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,1.0,12.05,2179,120.0,7.0,5.5,1,1,0,0
2769,Hyundai Getz GLE,Bangalore,2006,44000,2.0,15.3,1341,83.0,5.0,1.75,1,0,0,1
2770,Maruti Baleno Alpha,Mumbai,2016,12208,1.0,21.4,1197,83.1,5.0,6.75,1,0,0,1
2771,Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,1.0,16.52,1991,123.7,5.0,3.95,1,1,0,0
2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,1.0,17.1,1591,121.3,5.0,4.2,1,0,0,1
2773,Honda City 1.5 V MT,Hyderabad,2016,28414,1.0,17.0,1497,118.0,5.0,8.4,1,0,0,1
2774,Volkswagen Polo GT TSI,Mumbai,2017,27853,1.0,17.21,1197,103.5,5.0,8.25,0,0,0,1
2775,Honda Brio E MT,Bangalore,2013,55116,1.0,19.4,1198,86.8,5.0,3.31,1,0,0,1
2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,1.0,26.59,1248,74.0,5.0,7.5,1,1,0,0
2777,Honda City 1.5 V MT Exclusive,Pune,2012,45496,1.0,17.0,1497,118.0,5.0,4.75,1,0,0,1
2778,Mahindra Ssangyong Rexton RX7,Pune,2013,76000,2.0,11.18,2696,184.0,7.0,8.79,0,1,0,0
2779,Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,1.0,13.1,1798,157.75,5.0,9.5,1,0,0,1
2781,Maruti Alto LXi,Kolkata,2010,38127,1.0,19.7,796,46.3,5.0,1.55,1,0,0,1
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,1.0,23.0,1396,90.0,5.0,5.85,1,1,0,0
2783,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,1.0,15.8,1499,110.0,5.0,7.52,1,0,0,1
2784,Nissan Micra Diesel XV,Hyderabad,2011,86732,1.0,23.08,1461,63.1,5.0,3.6,1,1,0,0
2785,Honda Brio E MT,Kochi,2016,27969,1.0,19.4,1198,86.8,5.0,4.73,1,0,0,1
2786,Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,1.0,11.18,2696,184.0,7.0,10.5,0,1,0,0
2787,BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,1.0,16.46,2993,258.0,5.0,34.54,0,1,0,0
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,1.0,18.9,1197,81.86,5.0,6.07,1,0,0,1
2789,Maruti Baleno Delta 1.2,Coimbatore,2018,25093,1.0,21.4,1197,83.1,5.0,7.76,1,0,0,1
2790,Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,1.0,11.68,2498,112.0,8.0,7.46,1,1,0,0
2791,Renault Fluence Diesel E4,Delhi,2012,87510,1.0,21.8,1461,78.0,5.0,3.49,1,1,0,0
2792,Hyundai i20 1.2 Magna,Coimbatore,2012,38214,2.0,18.5,1197,80.0,5.0,4.05,1,0,0,1
2793,Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,1.0,10.5,2835,107.2,6.0,11.88,1,1,0,0
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,1.0,14.53,1794,138.1,5.0,6.45,0,0,0,1
2795,BMW X5 X5 M,Pune,2015,69002,1.0,15.97,2993,258.0,5.0,50.0,0,1,0,0
2796,BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,1.0,10.9,2497,215.0,5.0,9.0,0,0,0,1
2797,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,1.0,17.01,1582,126.2,5.0,14.25,0,1,0,0
2798,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,1.0,18.49,1493,100.0,7.0,7.36,1,1,0,0
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,1.0,12.05,2179,120.0,8.0,4.4,1,1,0,0
2800,Renault KWID RXT,Mumbai,2016,24000,1.0,25.17,799,53.3,5.0,3.1,1,0,0,1
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,1.0,22.5,999,67.0,5.0,4.28,0,0,0,1
2802,Maruti Swift VXi BSIV,Pune,2017,12000,1.0,16.1,1197,85.0,5.0,5.5,1,0,0,1
2803,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,1.0,17.0,1896,105.0,5.0,6.99,0,1,0,0
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,1.0,24.7,796,47.3,5.0,4.29,1,0,0,1
2805,Maruti Swift VXI,Delhi,2014,55000,1.0,18.6,1197,85.8,5.0,4.2,1,0,0,1
2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,1.0,23.0,1396,90.0,5.0,4.11,1,1,0,0
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,1.0,15.73,1968,174.33,5.0,18.75,0,1,0,0
2808,Mercedes-Benz GLE 350d,Mumbai,2017,19863,1.0,11.57,2987,254.79,5.0,64.95,0,1,0,0
2809,Hyundai i10 Era,Mumbai,2010,55000,2.0,19.81,1086,68.05,5.0,1.59,1,0,0,1
2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,1.0,20.51,998,67.04,5.0,3.6,1,0,0,1
2811,Honda City i VTEC V,Kochi,2017,38607,2.0,17.8,1497,117.3,5.0,7.87,1,0,0,1
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,1.0,18.9,1197,81.86,5.0,5.55,1,0,0,1
2813,Honda City i DTEC VX,Jaipur,2014,74000,2.0,25.1,1498,98.6,5.0,6.4,1,1,0,0
2814,Maruti Swift Dzire VXi,Mumbai,2009,54540,3.0,17.5,1298,85.8,5.0,2.65,1,0,0,1
2815,Maruti Swift Dzire ZXi,Delhi,2015,58400,1.0,17.5,1298,85.8,5.0,5.5,1,0,0,1
2816,Mahindra XUV500 W8 2WD,Kochi,2013,73648,1.0,15.1,2179,140.0,7.0,7.31,1,1,0,0
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,1.0,28.09,1248,88.5,5.0,7.1,1,1,0,0
2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,1.0,22.32,1582,126.32,5.0,7.83,1,1,0,0
2819,Hyundai Accent CRDi,Mumbai,2005,150000,1.0,13.1,1493,82.0,5.0,0.85,1,1,0,0
2820,Honda Brio S MT,Mumbai,2014,22100,1.0,19.4,1198,86.8,5.0,3.55,1,0,0,1
2821,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,1.0,17.19,1197,81.86,5.0,8.19,1,0,0,1
2822,BMW 3 Series 320d Sport Line,Pune,2018,24000,1.0,18.88,1995,184.0,5.0,28.0,0,1,0,0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,1.0,16.96,1968,138.03,5.0,13.0,0,1,0,0
2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,2.0,15.26,1598,103.5,5.0,3.29,1,0,0,1
2825,Maruti Swift VXi BSIV,Pune,2015,13769,2.0,16.1,1197,85.0,5.0,4.41,1,0,0,1
2826,Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,1.0,19.01,1461,108.45,5.0,4.99,1,1,0,0
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,1.0,18.56,1995,190.0,5.0,17.98,0,1,0,0
2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,1.0,20.5,1248,91.72,5.0,7.71,1,1,0,0
2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,1.0,20.51,998,67.04,5.0,2.8,1,0,0,1
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,1.0,22.1,1248,76.9,5.0,3.0,1,1,0,0
2831,Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,1.0,15.1,2179,140.0,7.0,12.49,1,1,0,0
2832,Tata Zest Quadrajet 1.3,Kochi,2016,54199,1.0,23.0,1248,88.8,5.0,5.0,1,1,0,0
2833,BMW X3 xDrive20d xLine,Kochi,2017,36935,1.0,18.56,1995,190.0,5.0,32.64,0,1,0,0
2834,Maruti Swift VDI BSIV,Chennai,2015,23000,1.0,25.2,1248,74.0,5.0,6.5,1,1,0,0
2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,1.0,18.12,1995,190.0,5.0,35.0,0,1,0,0
2836,Tata Indigo CS eVX,Chennai,2015,100073,2.0,25.0,1396,69.01,5.0,2.0,1,1,0,0
2837,Mahindra XUV500 W8 2WD,Kochi,2015,59182,1.0,15.1,2179,140.0,7.0,9.46,1,1,0,0
2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,2.0,12.07,2967,241.4,7.0,39.0,0,1,0,0
2839,BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,1.0,18.48,1995,177.0,5.0,15.0,0,1,0,0
2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,1.0,17.1,1591,121.3,5.0,6.15,1,0,0,1
